node1 -- Embedding: 2-2 -- forward_compute_time=55.635, backward_compute_time=0.000, activation_size=409600, parameter_size=321644800
node26 -- Conv1D: 5-16 -- forward_compute_time=97.243, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node27 -- LayerNorm: 4-17 -- forward_compute_time=196.153, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node28 -- Conv1D: 5-17 -- forward_compute_time=73.717, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node29 -- Conv1D: 5-18 -- forward_compute_time=85.352, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node30 -- LayerNorm: 4-19 -- forward_compute_time=200.897, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node31 -- Conv1D: 5-19 -- forward_compute_time=110.359, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node32 -- Conv1D: 5-20 -- forward_compute_time=94.667, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node33 -- LayerNorm: 4-21 -- forward_compute_time=196.184, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node34 -- Conv1D: 5-21 -- forward_compute_time=73.881, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node35 -- Conv1D: 5-22 -- forward_compute_time=82.871, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node36 -- LayerNorm: 4-23 -- forward_compute_time=202.095, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node37 -- Conv1D: 5-23 -- forward_compute_time=102.444, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node38 -- Conv1D: 5-24 -- forward_compute_time=94.299, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node39 -- LayerNorm: 4-25 -- forward_compute_time=197.139, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node40 -- Conv1D: 5-25 -- forward_compute_time=74.539, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node41 -- Conv1D: 5-26 -- forward_compute_time=85.943, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node42 -- LayerNorm: 4-27 -- forward_compute_time=200.027, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node43 -- Conv1D: 5-27 -- forward_compute_time=102.404, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node44 -- Conv1D: 5-28 -- forward_compute_time=95.179, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node45 -- LayerNorm: 4-29 -- forward_compute_time=198.657, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node46 -- Conv1D: 5-29 -- forward_compute_time=74.176, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node47 -- Conv1D: 5-30 -- forward_compute_time=83.96, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node48 -- LayerNorm: 4-31 -- forward_compute_time=197.841, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node49 -- Conv1D: 5-31 -- forward_compute_time=102.536, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node50 -- Conv1D: 5-32 -- forward_compute_time=94.797, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node51 -- LayerNorm: 4-33 -- forward_compute_time=200.249, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node52 -- Conv1D: 5-33 -- forward_compute_time=76.692, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node53 -- Conv1D: 5-34 -- forward_compute_time=83.52, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node54 -- LayerNorm: 4-35 -- forward_compute_time=205.164, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node55 -- Conv1D: 5-35 -- forward_compute_time=102.22, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node56 -- Conv1D: 5-36 -- forward_compute_time=94.488, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node57 -- LayerNorm: 4-37 -- forward_compute_time=197.755, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node58 -- Conv1D: 5-37 -- forward_compute_time=74.233, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node59 -- Conv1D: 5-38 -- forward_compute_time=83.551, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node60 -- LayerNorm: 4-39 -- forward_compute_time=209.923, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node61 -- Conv1D: 5-39 -- forward_compute_time=104.985, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node62 -- Conv1D: 5-40 -- forward_compute_time=93.54, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node63 -- LayerNorm: 4-41 -- forward_compute_time=203.297, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node64 -- Conv1D: 5-41 -- forward_compute_time=75.102, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node65 -- Conv1D: 5-42 -- forward_compute_time=87.191, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node66 -- LayerNorm: 4-43 -- forward_compute_time=196.853, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node67 -- Conv1D: 5-43 -- forward_compute_time=109.757, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node68 -- Conv1D: 5-44 -- forward_compute_time=93.268, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node69 -- LayerNorm: 4-45 -- forward_compute_time=197.765, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node70 -- Conv1D: 5-45 -- forward_compute_time=74.441, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node71 -- Conv1D: 5-46 -- forward_compute_time=83.939, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node72 -- LayerNorm: 4-47 -- forward_compute_time=206.916, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node73 -- Conv1D: 5-47 -- forward_compute_time=105.526, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node74 -- Conv1D: 5-48 -- forward_compute_time=93.789, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node75 -- LayerNorm: 4-49 -- forward_compute_time=207.165, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node76 -- Conv1D: 5-49 -- forward_compute_time=79.796, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node77 -- Conv1D: 5-50 -- forward_compute_time=86.28, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node78 -- LayerNorm: 4-51 -- forward_compute_time=200.438, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node79 -- Conv1D: 5-51 -- forward_compute_time=106.486, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node80 -- Conv1D: 5-52 -- forward_compute_time=96.225, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node81 -- LayerNorm: 4-53 -- forward_compute_time=200.101, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node82 -- Conv1D: 5-53 -- forward_compute_time=74.743, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node83 -- Conv1D: 5-54 -- forward_compute_time=83.972, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node84 -- LayerNorm: 4-55 -- forward_compute_time=197.649, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node85 -- Conv1D: 5-55 -- forward_compute_time=102.723, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node86 -- Conv1D: 5-56 -- forward_compute_time=96.465, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node87 -- LayerNorm: 4-57 -- forward_compute_time=199.95, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node88 -- Conv1D: 5-57 -- forward_compute_time=74.235, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node89 -- Conv1D: 5-58 -- forward_compute_time=86.964, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node90 -- LayerNorm: 4-59 -- forward_compute_time=197.451, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node91 -- Conv1D: 5-59 -- forward_compute_time=102.257, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node92 -- Conv1D: 5-60 -- forward_compute_time=94.191, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node93 -- LayerNorm: 4-61 -- forward_compute_time=199.669, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node94 -- Conv1D: 5-61 -- forward_compute_time=76.637, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node95 -- Conv1D: 5-62 -- forward_compute_time=83.7, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node96 -- LayerNorm: 4-63 -- forward_compute_time=200.013, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node97 -- Conv1D: 5-63 -- forward_compute_time=102.563, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node98 -- Conv1D: 5-64 -- forward_compute_time=96.837, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node99 -- LayerNorm: 4-65 -- forward_compute_time=197.679, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node100 -- Conv1D: 5-65 -- forward_compute_time=74.565, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node101 -- Conv1D: 5-66 -- forward_compute_time=83.62, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node102 -- LayerNorm: 4-67 -- forward_compute_time=199.982, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node103 -- Conv1D: 5-67 -- forward_compute_time=102.818, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node104 -- Conv1D: 5-68 -- forward_compute_time=93.535, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node105 -- LayerNorm: 4-69 -- forward_compute_time=199.839, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node106 -- Conv1D: 5-69 -- forward_compute_time=74.352, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node107 -- Conv1D: 5-70 -- forward_compute_time=85.921, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node108 -- LayerNorm: 4-71 -- forward_compute_time=198.459, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node109 -- Conv1D: 5-71 -- forward_compute_time=102.788, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node110 -- Conv1D: 5-72 -- forward_compute_time=93.914, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node111 -- LayerNorm: 4-73 -- forward_compute_time=202.518, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node112 -- Conv1D: 5-73 -- forward_compute_time=73.947, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node113 -- Conv1D: 5-74 -- forward_compute_time=83.67, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node114 -- LayerNorm: 4-75 -- forward_compute_time=197.808, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node115 -- Conv1D: 5-75 -- forward_compute_time=104.869, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node116 -- Conv1D: 5-76 -- forward_compute_time=93.935, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node117 -- LayerNorm: 4-77 -- forward_compute_time=222.415, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node118 -- Conv1D: 5-77 -- forward_compute_time=74.498, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node119 -- Conv1D: 5-78 -- forward_compute_time=86.112, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node120 -- LayerNorm: 4-79 -- forward_compute_time=199.873, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node121 -- Conv1D: 5-79 -- forward_compute_time=108.481, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node122 -- Conv1D: 5-80 -- forward_compute_time=96.814, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node123 -- LayerNorm: 4-81 -- forward_compute_time=198.933, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node124 -- Conv1D: 5-81 -- forward_compute_time=74.326, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node125 -- Conv1D: 5-82 -- forward_compute_time=88.998, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node126 -- LayerNorm: 4-83 -- forward_compute_time=210.016, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node127 -- Conv1D: 5-83 -- forward_compute_time=107.565, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node128 -- Conv1D: 5-84 -- forward_compute_time=94.402, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node129 -- LayerNorm: 4-85 -- forward_compute_time=203.059, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node130 -- Conv1D: 5-85 -- forward_compute_time=76.717, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node131 -- Conv1D: 5-86 -- forward_compute_time=91.486, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node132 -- LayerNorm: 4-87 -- forward_compute_time=197.882, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node133 -- Conv1D: 5-87 -- forward_compute_time=102.596, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node134 -- Conv1D: 5-88 -- forward_compute_time=96.361, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node135 -- LayerNorm: 4-89 -- forward_compute_time=204.207, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node136 -- Conv1D: 5-89 -- forward_compute_time=74.22, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node137 -- Conv1D: 5-90 -- forward_compute_time=85.345, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node138 -- LayerNorm: 4-91 -- forward_compute_time=197.978, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node139 -- Conv1D: 5-91 -- forward_compute_time=104.898, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node140 -- Conv1D: 5-92 -- forward_compute_time=93.965, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node141 -- LayerNorm: 4-93 -- forward_compute_time=199.929, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node142 -- Conv1D: 5-93 -- forward_compute_time=76.98, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node143 -- Conv1D: 5-94 -- forward_compute_time=83.991, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node144 -- LayerNorm: 4-95 -- forward_compute_time=206.567, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node145 -- Conv1D: 5-95 -- forward_compute_time=102.883, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node146 -- Conv1D: 5-96 -- forward_compute_time=93.869, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node147 -- LayerNorm: 4-97 -- forward_compute_time=197.854, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node148 -- Conv1D: 5-97 -- forward_compute_time=74.517, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node149 -- Conv1D: 5-98 -- forward_compute_time=84.516, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node150 -- LayerNorm: 4-99 -- forward_compute_time=197.634, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node151 -- Conv1D: 5-99 -- forward_compute_time=102.076, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node152 -- Conv1D: 5-100 -- forward_compute_time=94.687, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node153 -- LayerNorm: 4-101 -- forward_compute_time=201.274, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node154 -- Conv1D: 5-101 -- forward_compute_time=77.082, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node155 -- Conv1D: 5-102 -- forward_compute_time=82.48, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node156 -- LayerNorm: 4-103 -- forward_compute_time=199.238, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node157 -- Conv1D: 5-103 -- forward_compute_time=106.866, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node158 -- Conv1D: 5-104 -- forward_compute_time=93.367, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node159 -- LayerNorm: 4-105 -- forward_compute_time=199.804, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node160 -- Conv1D: 5-105 -- forward_compute_time=74.174, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node161 -- Conv1D: 5-106 -- forward_compute_time=85.016, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node162 -- LayerNorm: 4-107 -- forward_compute_time=197.484, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node163 -- Conv1D: 5-107 -- forward_compute_time=104.823, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node164 -- Conv1D: 5-108 -- forward_compute_time=93.697, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node165 -- LayerNorm: 4-109 -- forward_compute_time=201.168, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node166 -- Conv1D: 5-109 -- forward_compute_time=80.323, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node167 -- Conv1D: 5-110 -- forward_compute_time=84.761, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node168 -- LayerNorm: 4-111 -- forward_compute_time=199.259, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node169 -- Conv1D: 5-111 -- forward_compute_time=104.186, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node170 -- Conv1D: 5-112 -- forward_compute_time=99.712, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node171 -- LayerNorm: 4-113 -- forward_compute_time=199.587, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node172 -- Conv1D: 5-113 -- forward_compute_time=81.817, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node173 -- Conv1D: 5-114 -- forward_compute_time=83.378, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node174 -- LayerNorm: 4-115 -- forward_compute_time=200.517, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node175 -- Conv1D: 5-115 -- forward_compute_time=101.909, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node176 -- Conv1D: 5-116 -- forward_compute_time=100.961, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node177 -- LayerNorm: 4-117 -- forward_compute_time=196.934, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node178 -- Conv1D: 5-117 -- forward_compute_time=75.895, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node179 -- Conv1D: 5-118 -- forward_compute_time=85.645, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node180 -- LayerNorm: 4-119 -- forward_compute_time=200.275, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node181 -- Conv1D: 5-119 -- forward_compute_time=102.156, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node182 -- Conv1D: 5-120 -- forward_compute_time=93.72, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node183 -- LayerNorm: 4-121 -- forward_compute_time=197.507, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node184 -- Conv1D: 5-121 -- forward_compute_time=75.999, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node185 -- Conv1D: 5-122 -- forward_compute_time=85.325, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node186 -- LayerNorm: 4-123 -- forward_compute_time=197.881, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node187 -- Conv1D: 5-123 -- forward_compute_time=102.284, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node188 -- Conv1D: 5-124 -- forward_compute_time=96.009, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node189 -- LayerNorm: 4-125 -- forward_compute_time=199.593, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node190 -- Conv1D: 5-125 -- forward_compute_time=73.775, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node191 -- Conv1D: 5-126 -- forward_compute_time=83.482, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node192 -- LayerNorm: 4-127 -- forward_compute_time=199.494, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node193 -- Conv1D: 5-127 -- forward_compute_time=102.625, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node194 -- Conv1D: 5-128 -- forward_compute_time=96.237, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node195 -- LayerNorm: 4-129 -- forward_compute_time=198.046, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node196 -- Conv1D: 5-129 -- forward_compute_time=78.484, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node197 -- Conv1D: 5-130 -- forward_compute_time=83.206, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node198 -- LayerNorm: 4-131 -- forward_compute_time=197.57, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node199 -- Conv1D: 5-131 -- forward_compute_time=156.304, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node200 -- Conv1D: 5-132 -- forward_compute_time=96.164, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node201 -- LayerNorm: 4-133 -- forward_compute_time=199.587, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node202 -- Conv1D: 5-133 -- forward_compute_time=73.586, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node203 -- Conv1D: 5-134 -- forward_compute_time=83.103, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node204 -- LayerNorm: 4-135 -- forward_compute_time=209.795, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node205 -- Conv1D: 5-135 -- forward_compute_time=109.145, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node206 -- Conv1D: 5-136 -- forward_compute_time=93.073, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node207 -- LayerNorm: 4-137 -- forward_compute_time=202.194, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node208 -- Conv1D: 5-137 -- forward_compute_time=73.749, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node209 -- Conv1D: 5-138 -- forward_compute_time=83.49, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node210 -- LayerNorm: 4-139 -- forward_compute_time=200.325, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node211 -- Conv1D: 5-139 -- forward_compute_time=105.512, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node212 -- Conv1D: 5-140 -- forward_compute_time=94.466, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node213 -- LayerNorm: 4-141 -- forward_compute_time=200.171, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node214 -- Conv1D: 5-141 -- forward_compute_time=76.191, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node215 -- Conv1D: 5-142 -- forward_compute_time=85.753, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node216 -- LayerNorm: 4-143 -- forward_compute_time=200.457, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node217 -- Conv1D: 5-143 -- forward_compute_time=102.634, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node218 -- Conv1D: 5-144 -- forward_compute_time=94.171, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node219 -- LayerNorm: 4-145 -- forward_compute_time=198.008, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node220 -- Conv1D: 5-145 -- forward_compute_time=74.601, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node221 -- Conv1D: 5-146 -- forward_compute_time=85.833, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node222 -- LayerNorm: 4-147 -- forward_compute_time=201.494, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node223 -- Conv1D: 5-147 -- forward_compute_time=103.154, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node224 -- Conv1D: 5-148 -- forward_compute_time=93.64, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node225 -- LayerNorm: 4-149 -- forward_compute_time=205.627, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node226 -- Conv1D: 5-149 -- forward_compute_time=74.364, backward_compute_time=0.000, activation_size=1228800, parameter_size=30739200
node227 -- Conv1D: 5-150 -- forward_compute_time=85.677, backward_compute_time=0.000, activation_size=409600, parameter_size=10246400
node228 -- LayerNorm: 4-151 -- forward_compute_time=198.303, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
node229 -- Conv1D: 5-151 -- forward_compute_time=102.646, backward_compute_time=0.000, activation_size=1638400, parameter_size=40985600
node230 -- Conv1D: 5-152 -- forward_compute_time=93.955, backward_compute_time=0.000, activation_size=409600, parameter_size=40966400
node231 -- LayerNorm: 4-153 -- forward_compute_time=200.351, backward_compute_time=0.000, activation_size=409600, parameter_size=12800
