node1 -- Embedding: 2-2 -- forward_compute_time=21.967, backward_compute_time=0.000, activation_size=26214400, parameter_size=643289600
node56 -- Conv1D: 5-36 -- forward_compute_time=52.023, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node57 -- LayerNorm: 4-37 -- forward_compute_time=74.936, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node58 -- Conv1D: 5-37 -- forward_compute_time=38.33, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node59 -- Conv1D: 5-38 -- forward_compute_time=26.091, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node60 -- LayerNorm: 4-39 -- forward_compute_time=75.124, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node61 -- Conv1D: 5-39 -- forward_compute_time=44.226, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node62 -- Conv1D: 5-40 -- forward_compute_time=49.589, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node63 -- LayerNorm: 4-41 -- forward_compute_time=75.117, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node64 -- Conv1D: 5-41 -- forward_compute_time=38.868, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node65 -- Conv1D: 5-42 -- forward_compute_time=26.069, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node66 -- LayerNorm: 4-43 -- forward_compute_time=75.045, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node67 -- Conv1D: 5-43 -- forward_compute_time=44.408, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node68 -- Conv1D: 5-44 -- forward_compute_time=49.571, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node69 -- LayerNorm: 4-45 -- forward_compute_time=77.398, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node70 -- Conv1D: 5-45 -- forward_compute_time=38.689, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node71 -- Conv1D: 5-46 -- forward_compute_time=26.119, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node72 -- LayerNorm: 4-47 -- forward_compute_time=75.048, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node73 -- Conv1D: 5-47 -- forward_compute_time=44.586, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node74 -- Conv1D: 5-48 -- forward_compute_time=46.911, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node75 -- LayerNorm: 4-49 -- forward_compute_time=77.604, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node76 -- Conv1D: 5-49 -- forward_compute_time=38.252, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node77 -- Conv1D: 5-50 -- forward_compute_time=25.82, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node78 -- LayerNorm: 4-51 -- forward_compute_time=75.082, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node79 -- Conv1D: 5-51 -- forward_compute_time=44.51, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node80 -- Conv1D: 5-52 -- forward_compute_time=47.213, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node81 -- LayerNorm: 4-53 -- forward_compute_time=75.021, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node82 -- Conv1D: 5-53 -- forward_compute_time=38.342, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node83 -- Conv1D: 5-54 -- forward_compute_time=26.076, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node84 -- LayerNorm: 4-55 -- forward_compute_time=82.245, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node85 -- Conv1D: 5-55 -- forward_compute_time=44.732, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node86 -- Conv1D: 5-56 -- forward_compute_time=46.691, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node87 -- LayerNorm: 4-57 -- forward_compute_time=77.493, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node88 -- Conv1D: 5-57 -- forward_compute_time=38.635, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node89 -- Conv1D: 5-58 -- forward_compute_time=25.927, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node90 -- LayerNorm: 4-59 -- forward_compute_time=84.605, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node91 -- Conv1D: 5-59 -- forward_compute_time=44.684, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node92 -- Conv1D: 5-60 -- forward_compute_time=46.734, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node93 -- LayerNorm: 4-61 -- forward_compute_time=75.088, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node94 -- Conv1D: 5-61 -- forward_compute_time=38.956, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node95 -- Conv1D: 5-62 -- forward_compute_time=26.121, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node96 -- LayerNorm: 4-63 -- forward_compute_time=75.095, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node97 -- Conv1D: 5-63 -- forward_compute_time=46.926, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node98 -- Conv1D: 5-64 -- forward_compute_time=46.735, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node99 -- LayerNorm: 4-65 -- forward_compute_time=79.955, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node100 -- Conv1D: 5-65 -- forward_compute_time=38.78, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node101 -- Conv1D: 5-66 -- forward_compute_time=30.572, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node102 -- LayerNorm: 4-67 -- forward_compute_time=82.241, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node103 -- Conv1D: 5-67 -- forward_compute_time=44.177, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node104 -- Conv1D: 5-68 -- forward_compute_time=46.962, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node105 -- LayerNorm: 4-69 -- forward_compute_time=77.38, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node106 -- Conv1D: 5-69 -- forward_compute_time=38.669, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node107 -- Conv1D: 5-70 -- forward_compute_time=28.837, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node108 -- LayerNorm: 4-71 -- forward_compute_time=75.154, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node109 -- Conv1D: 5-71 -- forward_compute_time=44.589, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node110 -- Conv1D: 5-72 -- forward_compute_time=49.377, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node111 -- LayerNorm: 4-73 -- forward_compute_time=75.244, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node112 -- Conv1D: 5-73 -- forward_compute_time=38.808, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node113 -- Conv1D: 5-74 -- forward_compute_time=35.145, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node114 -- LayerNorm: 4-75 -- forward_compute_time=75.193, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node115 -- Conv1D: 5-75 -- forward_compute_time=44.645, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node116 -- Conv1D: 5-76 -- forward_compute_time=46.831, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node117 -- LayerNorm: 4-77 -- forward_compute_time=75.187, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node118 -- Conv1D: 5-77 -- forward_compute_time=38.707, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node119 -- Conv1D: 5-78 -- forward_compute_time=25.925, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node120 -- LayerNorm: 4-79 -- forward_compute_time=75.195, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node121 -- Conv1D: 5-79 -- forward_compute_time=44.586, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node122 -- Conv1D: 5-80 -- forward_compute_time=46.859, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node123 -- LayerNorm: 4-81 -- forward_compute_time=79.985, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node124 -- Conv1D: 5-81 -- forward_compute_time=41.047, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node125 -- Conv1D: 5-82 -- forward_compute_time=30.828, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node126 -- LayerNorm: 4-83 -- forward_compute_time=77.511, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node127 -- Conv1D: 5-83 -- forward_compute_time=44.374, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node128 -- Conv1D: 5-84 -- forward_compute_time=46.702, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node129 -- LayerNorm: 4-85 -- forward_compute_time=75.041, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node130 -- Conv1D: 5-85 -- forward_compute_time=39.054, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node131 -- Conv1D: 5-86 -- forward_compute_time=26.15, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node132 -- LayerNorm: 4-87 -- forward_compute_time=75.1, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node133 -- Conv1D: 5-87 -- forward_compute_time=44.527, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node134 -- Conv1D: 5-88 -- forward_compute_time=47.212, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node135 -- LayerNorm: 4-89 -- forward_compute_time=75.12, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node136 -- Conv1D: 5-89 -- forward_compute_time=38.463, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node137 -- Conv1D: 5-90 -- forward_compute_time=25.942, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node138 -- LayerNorm: 4-91 -- forward_compute_time=79.858, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node139 -- Conv1D: 5-91 -- forward_compute_time=44.16, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node140 -- Conv1D: 5-92 -- forward_compute_time=46.96, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node141 -- LayerNorm: 4-93 -- forward_compute_time=75.04, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node142 -- Conv1D: 5-93 -- forward_compute_time=38.852, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node143 -- Conv1D: 5-94 -- forward_compute_time=26.221, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node144 -- LayerNorm: 4-95 -- forward_compute_time=77.233, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node145 -- Conv1D: 5-95 -- forward_compute_time=44.205, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node146 -- Conv1D: 5-96 -- forward_compute_time=47.069, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node147 -- LayerNorm: 4-97 -- forward_compute_time=75.06, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node148 -- Conv1D: 5-97 -- forward_compute_time=41.271, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node149 -- Conv1D: 5-98 -- forward_compute_time=26.28, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node150 -- LayerNorm: 4-99 -- forward_compute_time=75.103, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node151 -- Conv1D: 5-99 -- forward_compute_time=44.351, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node152 -- Conv1D: 5-100 -- forward_compute_time=47.07, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node153 -- LayerNorm: 4-101 -- forward_compute_time=75.061, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node154 -- Conv1D: 5-101 -- forward_compute_time=38.709, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node155 -- Conv1D: 5-102 -- forward_compute_time=25.888, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node156 -- LayerNorm: 4-103 -- forward_compute_time=75.086, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node157 -- Conv1D: 5-103 -- forward_compute_time=44.242, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node158 -- Conv1D: 5-104 -- forward_compute_time=46.738, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node159 -- LayerNorm: 4-105 -- forward_compute_time=84.391, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node160 -- Conv1D: 5-105 -- forward_compute_time=38.338, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node161 -- Conv1D: 5-106 -- forward_compute_time=25.825, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node162 -- LayerNorm: 4-107 -- forward_compute_time=75.015, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node163 -- Conv1D: 5-107 -- forward_compute_time=44.448, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node164 -- Conv1D: 5-108 -- forward_compute_time=46.997, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node165 -- LayerNorm: 4-109 -- forward_compute_time=75.191, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node166 -- Conv1D: 5-109 -- forward_compute_time=38.335, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node167 -- Conv1D: 5-110 -- forward_compute_time=25.91, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node168 -- LayerNorm: 4-111 -- forward_compute_time=77.562, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node169 -- Conv1D: 5-111 -- forward_compute_time=44.638, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node170 -- Conv1D: 5-112 -- forward_compute_time=46.895, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node171 -- LayerNorm: 4-113 -- forward_compute_time=77.525, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node172 -- Conv1D: 5-113 -- forward_compute_time=38.404, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node173 -- Conv1D: 5-114 -- forward_compute_time=30.74, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node174 -- LayerNorm: 4-115 -- forward_compute_time=77.443, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node175 -- Conv1D: 5-115 -- forward_compute_time=44.31, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node176 -- Conv1D: 5-116 -- forward_compute_time=46.857, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node177 -- LayerNorm: 4-117 -- forward_compute_time=82.211, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node178 -- Conv1D: 5-117 -- forward_compute_time=38.269, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node179 -- Conv1D: 5-118 -- forward_compute_time=26.287, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node180 -- LayerNorm: 4-119 -- forward_compute_time=79.826, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node181 -- Conv1D: 5-119 -- forward_compute_time=44.369, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node182 -- Conv1D: 5-120 -- forward_compute_time=51.653, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node183 -- LayerNorm: 4-121 -- forward_compute_time=75.096, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node184 -- Conv1D: 5-121 -- forward_compute_time=40.725, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node185 -- Conv1D: 5-122 -- forward_compute_time=25.988, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node186 -- LayerNorm: 4-123 -- forward_compute_time=75.051, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node187 -- Conv1D: 5-123 -- forward_compute_time=44.65, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node188 -- Conv1D: 5-124 -- forward_compute_time=46.905, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node189 -- LayerNorm: 4-125 -- forward_compute_time=75.04, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node190 -- Conv1D: 5-125 -- forward_compute_time=40.934, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node191 -- Conv1D: 5-126 -- forward_compute_time=26.144, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node192 -- LayerNorm: 4-127 -- forward_compute_time=75.085, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node193 -- Conv1D: 5-127 -- forward_compute_time=47.179, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node194 -- Conv1D: 5-128 -- forward_compute_time=53.868, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node195 -- LayerNorm: 4-129 -- forward_compute_time=77.475, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node196 -- Conv1D: 5-129 -- forward_compute_time=38.596, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node197 -- Conv1D: 5-130 -- forward_compute_time=25.954, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node198 -- LayerNorm: 4-131 -- forward_compute_time=75.018, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node199 -- Conv1D: 5-131 -- forward_compute_time=44.64, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node200 -- Conv1D: 5-132 -- forward_compute_time=46.726, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node201 -- LayerNorm: 4-133 -- forward_compute_time=77.374, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node202 -- Conv1D: 5-133 -- forward_compute_time=40.956, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node203 -- Conv1D: 5-134 -- forward_compute_time=26.146, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node204 -- LayerNorm: 4-135 -- forward_compute_time=82.287, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node205 -- Conv1D: 5-135 -- forward_compute_time=44.535, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node206 -- Conv1D: 5-136 -- forward_compute_time=46.841, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node207 -- LayerNorm: 4-137 -- forward_compute_time=75.08, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node208 -- Conv1D: 5-137 -- forward_compute_time=40.62, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node209 -- Conv1D: 5-138 -- forward_compute_time=26.133, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node210 -- LayerNorm: 4-139 -- forward_compute_time=75.061, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node211 -- Conv1D: 5-139 -- forward_compute_time=44.748, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node212 -- Conv1D: 5-140 -- forward_compute_time=46.836, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node213 -- LayerNorm: 4-141 -- forward_compute_time=75.024, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node214 -- Conv1D: 5-141 -- forward_compute_time=41.243, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node215 -- Conv1D: 5-142 -- forward_compute_time=26.135, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node216 -- LayerNorm: 4-143 -- forward_compute_time=75.07, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node217 -- Conv1D: 5-143 -- forward_compute_time=44.262, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node218 -- Conv1D: 5-144 -- forward_compute_time=47.257, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node219 -- LayerNorm: 4-145 -- forward_compute_time=75.088, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node220 -- Conv1D: 5-145 -- forward_compute_time=38.811, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node221 -- Conv1D: 5-146 -- forward_compute_time=26.081, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node222 -- LayerNorm: 4-147 -- forward_compute_time=75.088, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node223 -- Conv1D: 5-147 -- forward_compute_time=44.433, backward_compute_time=0.000, activation_size=104857600, parameter_size=81971200
node224 -- Conv1D: 5-148 -- forward_compute_time=46.968, backward_compute_time=0.000, activation_size=26214400, parameter_size=81932800
node225 -- LayerNorm: 4-149 -- forward_compute_time=79.781, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
node226 -- Conv1D: 5-149 -- forward_compute_time=38.692, backward_compute_time=0.000, activation_size=78643200, parameter_size=61478400
node227 -- Conv1D: 5-150 -- forward_compute_time=26.048, backward_compute_time=0.000, activation_size=26214400, parameter_size=20492800
node228 -- LayerNorm: 4-151 -- forward_compute_time=75.101, backward_compute_time=0.000, activation_size=26214400, parameter_size=25600
