node1 -- Embedding: 2-2 -- forward_compute_time=28.298, backward_compute_time=0.000, activation_size=104857600, parameter_size=643289600
node35 -- Conv1D: 5-22 -- forward_compute_time=26.881, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node36 -- LayerNorm: 4-23 -- forward_compute_time=78.617, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node37 -- Conv1D: 5-23 -- forward_compute_time=51.708, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node38 -- Conv1D: 5-24 -- forward_compute_time=49.283, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node39 -- LayerNorm: 4-25 -- forward_compute_time=81.047, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node40 -- Conv1D: 5-25 -- forward_compute_time=44.879, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node41 -- Conv1D: 5-26 -- forward_compute_time=26.945, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node42 -- LayerNorm: 4-27 -- forward_compute_time=78.616, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node43 -- Conv1D: 5-27 -- forward_compute_time=51.659, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node44 -- Conv1D: 5-28 -- forward_compute_time=49.015, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node45 -- LayerNorm: 4-29 -- forward_compute_time=78.655, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node46 -- Conv1D: 5-29 -- forward_compute_time=44.906, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node47 -- Conv1D: 5-30 -- forward_compute_time=27.307, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node48 -- LayerNorm: 4-31 -- forward_compute_time=78.614, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node49 -- Conv1D: 5-31 -- forward_compute_time=51.686, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node50 -- Conv1D: 5-32 -- forward_compute_time=48.827, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node51 -- LayerNorm: 4-33 -- forward_compute_time=78.659, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node52 -- Conv1D: 5-33 -- forward_compute_time=44.998, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node53 -- Conv1D: 5-34 -- forward_compute_time=27.063, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node54 -- LayerNorm: 4-35 -- forward_compute_time=83.398, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node55 -- Conv1D: 5-35 -- forward_compute_time=53.847, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node56 -- Conv1D: 5-36 -- forward_compute_time=49.134, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node57 -- LayerNorm: 4-37 -- forward_compute_time=81.073, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node58 -- Conv1D: 5-37 -- forward_compute_time=44.83, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node59 -- Conv1D: 5-38 -- forward_compute_time=27.093, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node60 -- LayerNorm: 4-39 -- forward_compute_time=78.604, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node61 -- Conv1D: 5-39 -- forward_compute_time=56.43, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node62 -- Conv1D: 5-40 -- forward_compute_time=48.671, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node63 -- LayerNorm: 4-41 -- forward_compute_time=78.74, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node64 -- Conv1D: 5-41 -- forward_compute_time=44.975, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node65 -- Conv1D: 5-42 -- forward_compute_time=26.962, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node66 -- LayerNorm: 4-43 -- forward_compute_time=85.506, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node67 -- Conv1D: 5-43 -- forward_compute_time=51.631, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node68 -- Conv1D: 5-44 -- forward_compute_time=48.734, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node69 -- LayerNorm: 4-45 -- forward_compute_time=83.444, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node70 -- Conv1D: 5-45 -- forward_compute_time=47.3, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node71 -- Conv1D: 5-46 -- forward_compute_time=26.692, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node72 -- LayerNorm: 4-47 -- forward_compute_time=85.235, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node73 -- Conv1D: 5-47 -- forward_compute_time=53.876, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node74 -- Conv1D: 5-48 -- forward_compute_time=51.292, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node75 -- LayerNorm: 4-49 -- forward_compute_time=78.702, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node76 -- Conv1D: 5-49 -- forward_compute_time=45.084, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node77 -- Conv1D: 5-50 -- forward_compute_time=26.788, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node78 -- LayerNorm: 4-51 -- forward_compute_time=81.0, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node79 -- Conv1D: 5-51 -- forward_compute_time=51.46, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node80 -- Conv1D: 5-52 -- forward_compute_time=48.677, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node81 -- LayerNorm: 4-53 -- forward_compute_time=138.031, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node82 -- Conv1D: 5-53 -- forward_compute_time=49.75, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node83 -- Conv1D: 5-54 -- forward_compute_time=27.044, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node84 -- LayerNorm: 4-55 -- forward_compute_time=81.051, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node85 -- Conv1D: 5-55 -- forward_compute_time=53.978, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node86 -- Conv1D: 5-56 -- forward_compute_time=48.999, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node87 -- LayerNorm: 4-57 -- forward_compute_time=78.698, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node88 -- Conv1D: 5-57 -- forward_compute_time=44.942, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node89 -- Conv1D: 5-58 -- forward_compute_time=27.07, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node90 -- LayerNorm: 4-59 -- forward_compute_time=83.427, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node91 -- Conv1D: 5-59 -- forward_compute_time=53.759, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node92 -- Conv1D: 5-60 -- forward_compute_time=48.513, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node93 -- LayerNorm: 4-61 -- forward_compute_time=78.742, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node94 -- Conv1D: 5-61 -- forward_compute_time=47.339, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node95 -- Conv1D: 5-62 -- forward_compute_time=26.824, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node96 -- LayerNorm: 4-63 -- forward_compute_time=78.579, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node97 -- Conv1D: 5-63 -- forward_compute_time=51.685, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node98 -- Conv1D: 5-64 -- forward_compute_time=49.109, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node99 -- LayerNorm: 4-65 -- forward_compute_time=78.65, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node100 -- Conv1D: 5-65 -- forward_compute_time=44.987, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node101 -- Conv1D: 5-66 -- forward_compute_time=26.637, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node102 -- LayerNorm: 4-67 -- forward_compute_time=78.645, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node103 -- Conv1D: 5-67 -- forward_compute_time=51.745, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node104 -- Conv1D: 5-68 -- forward_compute_time=49.082, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node105 -- LayerNorm: 4-69 -- forward_compute_time=78.668, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node106 -- Conv1D: 5-69 -- forward_compute_time=47.387, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node107 -- Conv1D: 5-70 -- forward_compute_time=27.062, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node108 -- LayerNorm: 4-71 -- forward_compute_time=78.629, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node109 -- Conv1D: 5-71 -- forward_compute_time=51.595, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node110 -- Conv1D: 5-72 -- forward_compute_time=48.847, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node111 -- LayerNorm: 4-73 -- forward_compute_time=78.813, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node112 -- Conv1D: 5-73 -- forward_compute_time=44.849, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node113 -- Conv1D: 5-74 -- forward_compute_time=26.859, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node114 -- LayerNorm: 4-75 -- forward_compute_time=78.755, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node115 -- Conv1D: 5-75 -- forward_compute_time=54.163, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node116 -- Conv1D: 5-76 -- forward_compute_time=48.92, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node117 -- LayerNorm: 4-77 -- forward_compute_time=78.797, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node118 -- Conv1D: 5-77 -- forward_compute_time=44.9, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node119 -- Conv1D: 5-78 -- forward_compute_time=26.999, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node120 -- LayerNorm: 4-79 -- forward_compute_time=83.634, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node121 -- Conv1D: 5-79 -- forward_compute_time=51.84, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node122 -- Conv1D: 5-80 -- forward_compute_time=48.97, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node123 -- LayerNorm: 4-81 -- forward_compute_time=78.782, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node124 -- Conv1D: 5-81 -- forward_compute_time=45.047, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node125 -- Conv1D: 5-82 -- forward_compute_time=26.906, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node126 -- LayerNorm: 4-83 -- forward_compute_time=81.136, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node127 -- Conv1D: 5-83 -- forward_compute_time=51.958, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node128 -- Conv1D: 5-84 -- forward_compute_time=49.42, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node129 -- LayerNorm: 4-85 -- forward_compute_time=78.782, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node130 -- Conv1D: 5-85 -- forward_compute_time=44.976, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node131 -- Conv1D: 5-86 -- forward_compute_time=26.991, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node132 -- LayerNorm: 4-87 -- forward_compute_time=83.515, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node133 -- Conv1D: 5-87 -- forward_compute_time=52.091, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node134 -- Conv1D: 5-88 -- forward_compute_time=51.295, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node135 -- LayerNorm: 4-89 -- forward_compute_time=78.803, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node136 -- Conv1D: 5-89 -- forward_compute_time=49.701, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node137 -- Conv1D: 5-90 -- forward_compute_time=27.144, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node138 -- LayerNorm: 4-91 -- forward_compute_time=78.733, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node139 -- Conv1D: 5-91 -- forward_compute_time=54.213, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node140 -- Conv1D: 5-92 -- forward_compute_time=48.897, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node141 -- LayerNorm: 4-93 -- forward_compute_time=81.189, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node142 -- Conv1D: 5-93 -- forward_compute_time=45.065, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node143 -- Conv1D: 5-94 -- forward_compute_time=26.859, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node144 -- LayerNorm: 4-95 -- forward_compute_time=78.755, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node145 -- Conv1D: 5-95 -- forward_compute_time=54.226, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node146 -- Conv1D: 5-96 -- forward_compute_time=48.806, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node147 -- LayerNorm: 4-97 -- forward_compute_time=85.442, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node148 -- Conv1D: 5-97 -- forward_compute_time=44.966, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node149 -- Conv1D: 5-98 -- forward_compute_time=26.618, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node150 -- LayerNorm: 4-99 -- forward_compute_time=78.781, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node151 -- Conv1D: 5-99 -- forward_compute_time=51.432, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node152 -- Conv1D: 5-100 -- forward_compute_time=49.378, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node153 -- LayerNorm: 4-101 -- forward_compute_time=83.488, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node154 -- Conv1D: 5-101 -- forward_compute_time=45.182, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node155 -- Conv1D: 5-102 -- forward_compute_time=29.383, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node156 -- LayerNorm: 4-103 -- forward_compute_time=83.417, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node157 -- Conv1D: 5-103 -- forward_compute_time=53.992, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node158 -- Conv1D: 5-104 -- forward_compute_time=48.905, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node159 -- LayerNorm: 4-105 -- forward_compute_time=83.469, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node160 -- Conv1D: 5-105 -- forward_compute_time=45.03, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node161 -- Conv1D: 5-106 -- forward_compute_time=26.684, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node162 -- LayerNorm: 4-107 -- forward_compute_time=78.639, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node163 -- Conv1D: 5-107 -- forward_compute_time=51.621, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node164 -- Conv1D: 5-108 -- forward_compute_time=48.937, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node165 -- LayerNorm: 4-109 -- forward_compute_time=83.431, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node166 -- Conv1D: 5-109 -- forward_compute_time=47.371, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node167 -- Conv1D: 5-110 -- forward_compute_time=26.899, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node168 -- LayerNorm: 4-111 -- forward_compute_time=78.619, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node169 -- Conv1D: 5-111 -- forward_compute_time=51.736, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node170 -- Conv1D: 5-112 -- forward_compute_time=48.709, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node171 -- LayerNorm: 4-113 -- forward_compute_time=78.71, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node172 -- Conv1D: 5-113 -- forward_compute_time=47.304, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node173 -- Conv1D: 5-114 -- forward_compute_time=26.939, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node174 -- LayerNorm: 4-115 -- forward_compute_time=78.638, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node175 -- Conv1D: 5-115 -- forward_compute_time=51.554, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node176 -- Conv1D: 5-116 -- forward_compute_time=49.159, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node177 -- LayerNorm: 4-117 -- forward_compute_time=85.851, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node178 -- Conv1D: 5-117 -- forward_compute_time=44.742, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node179 -- Conv1D: 5-118 -- forward_compute_time=26.841, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node180 -- LayerNorm: 4-119 -- forward_compute_time=78.613, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node181 -- Conv1D: 5-119 -- forward_compute_time=51.588, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node182 -- Conv1D: 5-120 -- forward_compute_time=48.921, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node183 -- LayerNorm: 4-121 -- forward_compute_time=78.828, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node184 -- Conv1D: 5-121 -- forward_compute_time=47.537, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node185 -- Conv1D: 5-122 -- forward_compute_time=26.68, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node186 -- LayerNorm: 4-123 -- forward_compute_time=78.651, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node187 -- Conv1D: 5-123 -- forward_compute_time=51.524, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node188 -- Conv1D: 5-124 -- forward_compute_time=48.914, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node189 -- LayerNorm: 4-125 -- forward_compute_time=78.691, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node190 -- Conv1D: 5-125 -- forward_compute_time=44.969, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node191 -- Conv1D: 5-126 -- forward_compute_time=27.117, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node192 -- LayerNorm: 4-127 -- forward_compute_time=78.642, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node193 -- Conv1D: 5-127 -- forward_compute_time=53.937, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node194 -- Conv1D: 5-128 -- forward_compute_time=48.848, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node195 -- LayerNorm: 4-129 -- forward_compute_time=78.658, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node196 -- Conv1D: 5-129 -- forward_compute_time=44.968, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node197 -- Conv1D: 5-130 -- forward_compute_time=31.297, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node198 -- LayerNorm: 4-131 -- forward_compute_time=83.386, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node199 -- Conv1D: 5-131 -- forward_compute_time=54.14, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node200 -- Conv1D: 5-132 -- forward_compute_time=49.235, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node201 -- LayerNorm: 4-133 -- forward_compute_time=83.405, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node202 -- Conv1D: 5-133 -- forward_compute_time=44.986, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node203 -- Conv1D: 5-134 -- forward_compute_time=27.148, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node204 -- LayerNorm: 4-135 -- forward_compute_time=78.483, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node205 -- Conv1D: 5-135 -- forward_compute_time=51.4, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node206 -- Conv1D: 5-136 -- forward_compute_time=49.326, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node207 -- LayerNorm: 4-137 -- forward_compute_time=80.972, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node208 -- Conv1D: 5-137 -- forward_compute_time=44.786, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node209 -- Conv1D: 5-138 -- forward_compute_time=26.67, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node210 -- LayerNorm: 4-139 -- forward_compute_time=80.893, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node211 -- Conv1D: 5-139 -- forward_compute_time=51.5, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node212 -- Conv1D: 5-140 -- forward_compute_time=48.83, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node213 -- LayerNorm: 4-141 -- forward_compute_time=83.334, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node214 -- Conv1D: 5-141 -- forward_compute_time=44.91, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node215 -- Conv1D: 5-142 -- forward_compute_time=27.216, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node216 -- LayerNorm: 4-143 -- forward_compute_time=80.931, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node217 -- Conv1D: 5-143 -- forward_compute_time=51.682, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node218 -- Conv1D: 5-144 -- forward_compute_time=48.781, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node219 -- LayerNorm: 4-145 -- forward_compute_time=78.553, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node220 -- Conv1D: 5-145 -- forward_compute_time=49.244, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node221 -- Conv1D: 5-146 -- forward_compute_time=26.53, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node222 -- LayerNorm: 4-147 -- forward_compute_time=80.923, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node223 -- Conv1D: 5-147 -- forward_compute_time=56.466, backward_compute_time=0.000, activation_size=419430400, parameter_size=81971200
node224 -- Conv1D: 5-148 -- forward_compute_time=48.695, backward_compute_time=0.000, activation_size=104857600, parameter_size=81932800
node225 -- LayerNorm: 4-149 -- forward_compute_time=78.563, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
node226 -- Conv1D: 5-149 -- forward_compute_time=44.933, backward_compute_time=0.000, activation_size=314572800, parameter_size=61478400
node227 -- Conv1D: 5-150 -- forward_compute_time=26.73, backward_compute_time=0.000, activation_size=104857600, parameter_size=20492800
node228 -- LayerNorm: 4-151 -- forward_compute_time=106.288, backward_compute_time=0.000, activation_size=104857600, parameter_size=25600
