Module          | Self CPU total | CPU total | Self CUDA total | CUDA total | Number of Calls
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.525ms       | 48.439ms  | 32.014ms        | 32.014ms   | 512
││││└── c_proj  | 62.211ms       | 66.938ms  | 23.732ms        | 23.732ms   | 512
│││├── ln_2     | 124.908ms      | 146.898ms | 70.100ms        | 75.119ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.608ms       | 69.471ms  | 38.796ms        | 38.796ms   | 512
││││└── c_proj  | 53.957ms       | 59.007ms  | 41.222ms        | 41.222ms   | 512
││├── 7         |                |           |                 |            |
│││├── ln_1     | 124.878ms      | 146.699ms | 68.706ms        | 73.779ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.287ms       | 48.173ms  | 31.889ms        | 31.889ms   | 512
││││└── c_proj  | 61.968ms       | 66.718ms  | 21.992ms        | 21.992ms   | 512
│││├── ln_2     | 124.388ms      | 146.210ms | 68.388ms        | 73.453ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.631ms       | 70.075ms  | 38.905ms        | 38.905ms   | 512
││││└── c_proj  | 53.226ms       | 58.269ms  | 41.571ms        | 41.571ms   | 512
││├── 8         |                |           |                 |            |
│││├── ln_1     | 124.001ms      | 145.779ms | 71.161ms        | 76.248ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.220ms       | 48.059ms  | 34.472ms        | 34.472ms   | 512
││││└── c_proj  | 62.008ms       | 66.713ms  | 21.512ms        | 21.512ms   | 512
│││├── ln_2     | 125.163ms      | 147.470ms | 74.973ms        | 80.001ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.631ms       | 69.560ms  | 38.589ms        | 38.589ms   | 512
││││└── c_proj  | 53.135ms       | 58.136ms  | 41.353ms        | 41.353ms   | 512
││├── 9         |                |           |                 |            |
│││├── ln_1     | 124.161ms      | 145.994ms | 68.538ms        | 73.594ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.349ms       | 48.258ms  | 31.884ms        | 31.884ms   | 512
││││└── c_proj  | 61.909ms       | 66.701ms  | 21.642ms        | 21.642ms   | 512
│││├── ln_2     | 127.060ms      | 151.690ms | 75.426ms        | 82.863ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.605ms       | 69.580ms  | 41.380ms        | 41.380ms   | 512
││││└── c_proj  | 53.161ms       | 58.218ms  | 40.379ms        | 40.379ms   | 512
││├── 10        |                |           |                 |            |
│││├── ln_1     | 123.807ms      | 145.567ms | 72.100ms        | 79.490ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.947ms       | 48.982ms  | 32.155ms        | 32.155ms   | 512
││││└── c_proj  | 63.696ms       | 68.866ms  | 23.495ms        | 23.495ms   | 512
│││├── ln_2     | 124.257ms      | 146.143ms | 67.579ms        | 72.596ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 66.368ms       | 72.230ms  | 43.389ms        | 43.389ms   | 512
││││└── c_proj  | 53.161ms       | 58.193ms  | 40.107ms        | 40.107ms   | 512
││├── 11        |                |           |                 |            |
│││├── ln_1     | 124.266ms      | 146.115ms | 68.440ms        | 73.499ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.314ms       | 48.193ms  | 32.127ms        | 32.127ms   | 512
││││└── c_proj  | 61.966ms       | 66.676ms  | 21.973ms        | 21.973ms   | 512
│││├── ln_2     | 127.164ms      | 148.911ms | 74.633ms        | 79.752ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.640ms       | 69.504ms  | 41.886ms        | 41.886ms   | 512
││││└── c_proj  | 53.159ms       | 58.202ms  | 40.630ms        | 40.630ms   | 512
││├── 12        |                |           |                 |            |
│││├── ln_1     | 126.226ms      | 148.107ms | 73.468ms        | 80.939ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.754ms       | 49.033ms  | 37.042ms        | 37.042ms   | 512
││││└── c_proj  | 61.923ms       | 66.665ms  | 24.357ms        | 24.357ms   | 512
│││├── ln_2     | 124.116ms      | 145.981ms | 71.233ms        | 76.322ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 67.247ms       | 73.097ms  | 39.239ms        | 39.239ms   | 512
││││└── c_proj  | 53.063ms       | 58.056ms  | 43.162ms        | 43.162ms   | 512
││├── 13        |                |           |                 |            |
│││├── ln_1     | 124.030ms      | 145.798ms | 71.013ms        | 76.071ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.657ms       | 48.628ms  | 32.086ms        | 32.086ms   | 512
││││└── c_proj  | 61.789ms       | 66.546ms  | 22.183ms        | 22.183ms   | 512
│││├── ln_2     | 124.250ms      | 146.024ms | 68.345ms        | 73.399ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.578ms       | 69.459ms  | 39.145ms        | 39.145ms   | 512
││││└── c_proj  | 53.462ms       | 58.560ms  | 43.003ms        | 43.003ms   | 512
││├── 14        |                |           |                 |            |
│││├── ln_1     | 124.240ms      | 146.058ms | 70.652ms        | 75.710ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.370ms       | 48.246ms  | 31.865ms        | 31.865ms   | 512
││││└── c_proj  | 62.648ms       | 67.766ms  | 24.316ms        | 24.316ms   | 512
│││├── ln_2     | 124.182ms      | 145.981ms | 68.217ms        | 73.269ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.458ms       | 69.342ms  | 38.799ms        | 38.799ms   | 512
││││└── c_proj  | 52.923ms       | 57.937ms  | 41.268ms        | 41.268ms   | 512
││├── 15        |                |           |                 |            |
│││├── ln_1     | 123.923ms      | 145.725ms | 70.697ms        | 75.746ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.260ms       | 48.141ms  | 34.377ms        | 34.377ms   | 512
││││└── c_proj  | 61.969ms       | 66.770ms  | 21.731ms        | 21.731ms   | 512
│││├── ln_2     | 124.322ms      | 146.079ms | 70.637ms        | 75.691ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.563ms       | 69.415ms  | 39.000ms        | 39.000ms   | 512
││││└── c_proj  | 53.531ms       | 58.638ms  | 43.306ms        | 43.306ms   | 512
││├── 16        |                |           |                 |            |
│││├── ln_1     | 124.063ms      | 145.830ms | 68.558ms        | 73.616ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.421ms       | 48.337ms  | 32.144ms        | 32.144ms   | 512
││││└── c_proj  | 61.720ms       | 66.426ms  | 21.900ms        | 21.900ms   | 512
│││├── ln_2     | 124.206ms      | 146.083ms | 70.724ms        | 75.776ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.893ms       | 69.839ms  | 38.925ms        | 38.925ms   | 512
││││└── c_proj  | 52.974ms       | 58.024ms  | 40.561ms        | 40.561ms   | 512
││├── 17        |                |           |                 |            |
│││├── ln_1     | 124.112ms      | 145.911ms | 70.682ms        | 75.727ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.981ms       | 47.831ms  | 32.371ms        | 32.371ms   | 512
││││└── c_proj  | 61.807ms       | 67.118ms  | 24.114ms        | 24.114ms   | 512
│││├── ln_2     | 124.879ms      | 146.577ms | 68.515ms        | 73.580ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.586ms       | 69.435ms  | 39.202ms        | 39.202ms   | 512
││││└── c_proj  | 53.163ms       | 58.230ms  | 40.751ms        | 40.751ms   | 512
││├── 18        |                |           |                 |            |
│││├── ln_1     | 123.908ms      | 145.707ms | 71.144ms        | 78.610ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.932ms       | 47.786ms  | 32.015ms        | 32.015ms   | 512
││││└── c_proj  | 61.740ms       | 66.468ms  | 21.930ms        | 21.930ms   | 512
│││├── ln_2     | 124.155ms      | 145.956ms | 68.585ms        | 73.653ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.430ms       | 69.283ms  | 41.439ms        | 41.439ms   | 512
││││└── c_proj  | 53.043ms       | 58.056ms  | 40.892ms        | 40.892ms   | 512
││├── 19        |                |           |                 |            |
│││├── ln_1     | 123.678ms      | 145.377ms | 93.676ms        | 98.737ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.399ms       | 48.304ms  | 32.099ms        | 32.099ms   | 512
││││└── c_proj  | 64.226ms       | 68.941ms  | 21.886ms        | 21.886ms   | 512
│││├── ln_2     | 123.852ms      | 145.640ms | 70.959ms        | 76.021ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 64.646ms       | 71.301ms  | 43.835ms        | 43.835ms   | 512
││││└── c_proj  | 53.275ms       | 58.401ms  | 43.539ms        | 43.539ms   | 512
││├── 20        |                |           |                 |            |
│││├── ln_1     | 124.419ms      | 146.242ms | 69.391ms        | 74.514ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.361ms       | 48.283ms  | 31.965ms        | 31.965ms   | 512
││││└── c_proj  | 61.899ms       | 66.657ms  | 27.099ms        | 27.099ms   | 512
│││├── ln_2     | 125.661ms      | 147.544ms | 76.820ms        | 84.355ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.524ms       | 69.424ms  | 44.041ms        | 44.041ms   | 512
││││└── c_proj  | 53.005ms       | 58.040ms  | 41.397ms        | 41.397ms   | 512
││├── 21        |                |           |                 |            |
│││├── ln_1     | 124.415ms      | 146.294ms | 73.559ms        | 78.644ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.228ms       | 48.196ms  | 34.489ms        | 34.489ms   | 512
││││└── c_proj  | 62.091ms       | 66.948ms  | 29.395ms        | 29.395ms   | 512
│││├── ln_2     | 124.279ms      | 146.072ms | 68.542ms        | 73.603ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.729ms       | 69.654ms  | 38.867ms        | 38.867ms   | 512
││││└── c_proj  | 53.154ms       | 58.258ms  | 43.207ms        | 43.207ms   | 512
││├── 22        |                |           |                 |            |
│││├── ln_1     | 123.747ms      | 145.487ms | 75.412ms        | 80.460ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.235ms       | 48.108ms  | 31.985ms        | 31.985ms   | 512
││││└── c_proj  | 63.066ms       | 68.256ms  | 22.279ms        | 22.279ms   | 512
│││├── ln_2     | 123.923ms      | 145.777ms | 68.964ms        | 74.055ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.684ms       | 69.736ms  | 41.214ms        | 41.214ms   | 512
││││└── c_proj  | 53.043ms       | 58.163ms  | 40.922ms        | 40.922ms   | 512
││├── 23        |                |           |                 |            |
│││├── ln_1     | 124.318ms      | 146.178ms | 70.563ms        | 75.611ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.455ms       | 48.449ms  | 34.525ms        | 34.525ms   | 512
││││└── c_proj  | 61.863ms       | 66.624ms  | 22.128ms        | 22.128ms   | 512
│││├── ln_2     | 125.764ms      | 149.268ms | 73.350ms        | 80.803ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.407ms       | 69.278ms  | 39.476ms        | 39.476ms   | 512
││││└── c_proj  | 53.150ms       | 58.223ms  | 40.719ms        | 40.719ms   | 512
││├── 24        |                |           |                 |            |
│││├── ln_1     | 123.910ms      | 145.717ms | 68.866ms        | 73.944ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.384ms       | 48.260ms  | 32.133ms        | 32.133ms   | 512
││││└── c_proj  | 62.714ms       | 67.554ms  | 21.802ms        | 21.802ms   | 512
│││├── ln_2     | 124.062ms      | 145.873ms | 68.513ms        | 73.572ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 62.926ms       | 68.832ms  | 39.150ms        | 39.150ms   | 512
││││└── c_proj  | 52.898ms       | 57.993ms  | 41.789ms        | 41.789ms   | 512
││├── 25        |                |           |                 |            |
│││├── ln_1     | 123.514ms      | 145.158ms | 72.732ms        | 77.760ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.873ms       | 49.198ms  | 34.209ms        | 34.209ms   | 512
││││└── c_proj  | 61.289ms       | 66.068ms  | 21.191ms        | 21.191ms   | 512
│││├── ln_2     | 123.821ms      | 145.578ms | 70.384ms        | 75.417ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.650ms       | 69.687ms  | 43.216ms        | 43.216ms   | 512
││││└── c_proj  | 52.683ms       | 57.810ms  | 40.684ms        | 40.684ms   | 512
││├── 26        |                |           |                 |            |
│││├── ln_1     | 123.805ms      | 145.602ms | 70.932ms        | 75.999ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.907ms       | 47.788ms  | 32.267ms        | 32.267ms   | 512
││││└── c_proj  | 61.022ms       | 65.723ms  | 23.994ms        | 23.994ms   | 512
│││├── ln_2     | 124.227ms      | 146.478ms | 68.214ms        | 73.257ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.424ms       | 69.849ms  | 41.399ms        | 41.399ms   | 512
││││└── c_proj  | 52.947ms       | 58.001ms  | 40.750ms        | 40.750ms   | 512
││├── 27        |                |           |                 |            |
│││├── ln_1     | 123.709ms      | 145.485ms | 72.442ms        | 77.459ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.630ms       | 47.506ms  | 38.693ms        | 38.693ms   | 512
││││└── c_proj  | 61.217ms       | 65.950ms  | 23.544ms        | 23.544ms   | 512
│││├── ln_2     | 123.881ms      | 145.669ms | 70.347ms        | 75.378ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 62.993ms       | 68.915ms  | 41.193ms        | 41.193ms   | 512
││││└── c_proj  | 53.460ms       | 59.023ms  | 46.252ms        | 46.252ms   | 512
││├── 28        |                |           |                 |            |
│││├── ln_1     | 123.711ms      | 145.458ms | 70.814ms        | 75.876ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 45.744ms       | 55.362ms  | 36.073ms        | 36.073ms   | 512
││││└── c_proj  | 61.388ms       | 66.069ms  | 21.990ms        | 21.990ms   | 512
│││├── ln_2     | 124.702ms      | 146.678ms | 70.753ms        | 75.815ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.337ms       | 69.257ms  | 38.572ms        | 38.572ms   | 512
││││└── c_proj  | 55.768ms       | 60.809ms  | 45.193ms        | 45.193ms   | 512
││├── 29        |                |           |                 |            |
│││├── ln_1     | 123.885ms      | 145.659ms | 68.019ms        | 73.049ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.755ms       | 47.668ms  | 34.140ms        | 34.140ms   | 512
││││└── c_proj  | 61.481ms       | 66.267ms  | 24.164ms        | 24.164ms   | 512
│││├── ln_2     | 123.993ms      | 145.755ms | 71.189ms        | 76.282ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.110ms       | 69.071ms  | 39.046ms        | 39.046ms   | 512
││││└── c_proj  | 52.863ms       | 57.954ms  | 40.857ms        | 40.857ms   | 512
││├── 30        |                |           |                 |            |
│││├── ln_1     | 123.784ms      | 145.651ms | 68.651ms        | 73.723ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.919ms       | 47.843ms  | 34.080ms        | 34.080ms   | 512
││││└── c_proj  | 61.145ms       | 65.830ms  | 24.180ms        | 24.180ms   | 512
│││├── ln_2     | 123.893ms      | 145.763ms | 68.908ms        | 73.988ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 62.866ms       | 68.742ms  | 39.418ms        | 39.418ms   | 512
││││└── c_proj  | 52.870ms       | 58.326ms  | 43.139ms        | 43.139ms   | 512
││├── 31        |                |           |                 |            |
│││├── ln_1     | 123.680ms      | 145.371ms | 70.846ms        | 75.913ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.968ms       | 47.842ms  | 31.807ms        | 31.807ms   | 512
││││└── c_proj  | 61.176ms       | 65.933ms  | 22.306ms        | 22.306ms   | 512
│││├── ln_2     | 125.634ms      | 147.969ms | 68.778ms        | 73.860ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.246ms       | 69.432ms  | 39.379ms        | 39.379ms   | 512
││││└── c_proj  | 52.641ms       | 57.800ms  | 43.596ms        | 43.596ms   | 512
││├── 32        |                |           |                 |            |
│││├── ln_1     | 123.940ms      | 145.798ms | 69.009ms        | 74.106ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.619ms       | 47.577ms  | 36.865ms        | 36.865ms   | 512
││││└── c_proj  | 61.287ms       | 65.985ms  | 21.919ms        | 21.919ms   | 512
│││├── ln_2     | 123.990ms      | 145.871ms | 68.511ms        | 73.580ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 89.760ms       | 95.688ms  | 66.544ms        | 66.544ms   | 512
││││└── c_proj  | 52.678ms       | 57.778ms  | 43.486ms        | 43.486ms   | 512
││├── 33        |                |           |                 |            |
│││├── ln_1     | 123.722ms      | 145.550ms | 70.805ms        | 75.865ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.783ms       | 47.642ms  | 31.803ms        | 31.803ms   | 512
││││└── c_proj  | 61.213ms       | 65.984ms  | 21.890ms        | 21.890ms   | 512
│││├── ln_2     | 129.333ms      | 151.106ms | 75.415ms        | 80.462ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 65.764ms       | 71.757ms  | 43.381ms        | 43.381ms   | 512
││││└── c_proj  | 52.577ms       | 57.658ms  | 40.496ms        | 40.496ms   | 512
││├── 34        |                |           |                 |            |
│││├── ln_1     | 123.560ms      | 145.342ms | 73.554ms        | 78.634ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.801ms       | 47.664ms  | 31.948ms        | 31.948ms   | 512
││││└── c_proj  | 61.497ms       | 66.264ms  | 21.993ms        | 21.993ms   | 512
│││├── ln_2     | 124.133ms      | 146.108ms | 71.114ms        | 76.192ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.929ms       | 70.069ms  | 41.583ms        | 41.583ms   | 512
││││└── c_proj  | 53.245ms       | 58.426ms  | 41.221ms        | 41.221ms   | 512
││├── 35        |                |           |                 |            |
│││├── ln_1     | 123.734ms      | 145.549ms | 71.338ms        | 76.437ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.732ms       | 47.638ms  | 34.459ms        | 34.459ms   | 512
││││└── c_proj  | 61.331ms       | 66.151ms  | 24.422ms        | 24.422ms   | 512
│││├── ln_2     | 124.344ms      | 146.253ms | 71.033ms        | 76.113ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.353ms       | 69.578ms  | 39.281ms        | 39.281ms   | 512
││││└── c_proj  | 53.056ms       | 58.180ms  | 41.115ms        | 41.115ms   | 512
││├── 36        |                |           |                 |            |
│││├── ln_1     | 123.917ms      | 145.817ms | 68.996ms        | 74.091ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.011ms       | 47.907ms  | 32.590ms        | 32.590ms   | 512
││││└── c_proj  | 63.103ms       | 67.933ms  | 22.730ms        | 22.730ms   | 512
│││├── ln_2     | 124.422ms      | 146.440ms | 71.949ms        | 77.072ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.324ms       | 69.233ms  | 39.830ms        | 39.830ms   | 512
││││└── c_proj  | 52.681ms       | 57.741ms  | 40.959ms        | 40.959ms   | 512
││├── 37        |                |           |                 |            |
│││├── ln_1     | 123.792ms      | 145.606ms | 76.712ms        | 81.835ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.706ms       | 47.602ms  | 32.658ms        | 32.658ms   | 512
││││└── c_proj  | 61.186ms       | 65.943ms  | 24.491ms        | 24.491ms   | 512
│││├── ln_2     | 124.563ms      | 146.323ms | 68.660ms        | 73.740ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.382ms       | 69.297ms  | 39.264ms        | 39.264ms   | 512
││││└── c_proj  | 52.668ms       | 57.782ms  | 41.287ms        | 41.287ms   | 512
││├── 38        |                |           |                 |            |
│││├── ln_1     | 124.130ms      | 145.977ms | 71.146ms        | 76.221ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.847ms       | 47.751ms  | 31.894ms        | 31.894ms   | 512
││││└── c_proj  | 61.408ms       | 66.145ms  | 21.687ms        | 21.687ms   | 512
│││├── ln_2     | 124.182ms      | 146.170ms | 70.561ms        | 75.605ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.243ms       | 69.266ms  | 38.441ms        | 38.441ms   | 512
││││└── c_proj  | 52.751ms       | 57.806ms  | 40.646ms        | 40.646ms   | 512
││├── 39        |                |           |                 |            |
│││├── ln_1     | 125.028ms      | 146.862ms | 67.838ms        | 72.859ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.661ms       | 49.045ms  | 31.989ms        | 31.989ms   | 512
││││└── c_proj  | 62.272ms       | 67.090ms  | 21.776ms        | 21.776ms   | 512
│││├── ln_2     | 124.171ms      | 146.039ms | 75.496ms        | 80.553ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 62.960ms       | 68.875ms  | 39.288ms        | 39.288ms   | 512
││││└── c_proj  | 52.988ms       | 58.123ms  | 43.402ms        | 43.402ms   | 512
││├── 40        |                |           |                 |            |
│││├── ln_1     | 124.135ms      | 146.073ms | 71.180ms        | 76.259ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.342ms       | 48.258ms  | 34.384ms        | 34.384ms   | 512
││││└── c_proj  | 61.334ms       | 66.085ms  | 21.699ms        | 21.699ms   | 512
│││├── ln_2     | 124.233ms      | 146.281ms | 68.943ms        | 74.035ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.568ms       | 69.757ms  | 41.718ms        | 41.718ms   | 512
││││└── c_proj  | 52.950ms       | 58.065ms  | 41.137ms        | 41.137ms   | 512
││├── 41        |                |           |                 |            |
│││├── ln_1     | 123.997ms      | 145.796ms | 68.999ms        | 74.103ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 41.805ms       | 47.732ms  | 32.140ms        | 32.140ms   | 512
││││└── c_proj  | 61.300ms       | 66.085ms  | 21.919ms        | 21.919ms   | 512
│││├── ln_2     | 124.137ms      | 146.017ms | 68.642ms        | 73.714ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 63.041ms       | 68.967ms  | 41.383ms        | 41.383ms   | 512
││││└── c_proj  | 53.457ms       | 59.046ms  | 40.527ms        | 40.527ms   | 512
││├── 42        |                |           |                 |            |
│││├── ln_1     | 123.684ms      | 145.524ms | 68.253ms        | 73.312ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 42.250ms       | 48.096ms  | 32.127ms        | 32.127ms   | 512
││││└── c_proj  | 61.451ms       | 66.254ms  | 24.786ms        | 24.786ms   | 512
│││├── ln_2     | 124.271ms      | 146.279ms | 71.518ms        | 76.623ms   | 512
│││├── mlp      |                |           |                 |            |
