Module          | Self CPU total | CPU total | Self CUDA total | CUDA total | Number of Calls
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.275ms       | 45.151ms  | 38.556ms        | 38.556ms   | 512
││││└── c_proj  | 46.438ms       | 51.416ms  | 25.938ms        | 25.938ms   | 512
│││├── ln_2     | 124.727ms      | 146.355ms | 72.579ms        | 79.870ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.060ms       | 44.959ms  | 46.605ms        | 46.605ms   | 512
││││└── c_proj  | 47.934ms       | 53.083ms  | 49.641ms        | 49.641ms   | 512
││├── 7         |                |           |                 |            |
│││├── ln_1     | 124.871ms      | 146.811ms | 70.150ms        | 75.059ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.764ms       | 44.577ms  | 38.328ms        | 38.328ms   | 512
││││└── c_proj  | 46.217ms       | 51.115ms  | 25.908ms        | 25.908ms   | 512
│││├── ln_2     | 124.210ms      | 145.815ms | 70.153ms        | 75.051ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.051ms       | 45.438ms  | 46.574ms        | 46.574ms   | 512
││││└── c_proj  | 47.365ms       | 52.445ms  | 47.153ms        | 47.153ms   | 512
││├── 8         |                |           |                 |            |
│││├── ln_1     | 124.180ms      | 145.897ms | 72.582ms        | 79.874ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.593ms       | 44.370ms  | 38.223ms        | 38.223ms   | 512
││││└── c_proj  | 46.050ms       | 50.980ms  | 26.190ms        | 26.190ms   | 512
│││├── ln_2     | 123.916ms      | 145.320ms | 72.544ms        | 77.439ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.914ms       | 44.814ms  | 46.686ms        | 46.686ms   | 512
││││└── c_proj  | 50.421ms       | 55.559ms  | 52.023ms        | 52.023ms   | 512
││├── 9         |                |           |                 |            |
│││├── ln_1     | 124.343ms      | 146.111ms | 70.037ms        | 74.936ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.759ms       | 44.555ms  | 38.330ms        | 38.330ms   | 512
││││└── c_proj  | 45.909ms       | 50.819ms  | 26.091ms        | 26.091ms   | 512
│││├── ln_2     | 124.565ms      | 146.159ms | 70.218ms        | 75.124ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.517ms       | 44.355ms  | 44.226ms        | 44.226ms   | 512
││││└── c_proj  | 47.470ms       | 52.636ms  | 49.589ms        | 49.589ms   | 512
││├── 10        |                |           |                 |            |
│││├── ln_1     | 124.129ms      | 145.898ms | 70.217ms        | 75.117ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.102ms       | 45.074ms  | 38.868ms        | 38.868ms   | 512
││││└── c_proj  | 45.879ms       | 50.804ms  | 26.069ms        | 26.069ms   | 512
│││├── ln_2     | 124.090ms      | 145.604ms | 70.151ms        | 75.045ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.031ms       | 44.889ms  | 44.408ms        | 44.408ms   | 512
││││└── c_proj  | 47.839ms       | 52.974ms  | 49.571ms        | 49.571ms   | 512
││├── 11        |                |           |                 |            |
│││├── ln_1     | 124.383ms      | 146.233ms | 72.499ms        | 77.398ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.096ms       | 44.945ms  | 38.689ms        | 38.689ms   | 512
││││└── c_proj  | 45.945ms       | 50.825ms  | 26.119ms        | 26.119ms   | 512
│││├── ln_2     | 124.107ms      | 145.649ms | 70.143ms        | 75.048ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.881ms       | 44.713ms  | 44.586ms        | 44.586ms   | 512
││││└── c_proj  | 47.482ms       | 52.605ms  | 46.911ms        | 46.911ms   | 512
││├── 12        |                |           |                 |            |
│││├── ln_1     | 124.178ms      | 145.900ms | 72.699ms        | 77.604ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.067ms       | 44.914ms  | 38.252ms        | 38.252ms   | 512
││││└── c_proj  | 45.975ms       | 50.918ms  | 25.820ms        | 25.820ms   | 512
│││├── ln_2     | 124.154ms      | 145.721ms | 70.165ms        | 75.082ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.738ms       | 44.547ms  | 44.510ms        | 44.510ms   | 512
││││└── c_proj  | 47.542ms       | 52.690ms  | 47.213ms        | 47.213ms   | 512
││├── 13        |                |           |                 |            |
│││├── ln_1     | 124.495ms      | 146.406ms | 70.121ms        | 75.021ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.771ms       | 44.605ms  | 38.342ms        | 38.342ms   | 512
││││└── c_proj  | 45.759ms       | 50.623ms  | 26.076ms        | 26.076ms   | 512
│││├── ln_2     | 123.974ms      | 145.559ms | 74.959ms        | 82.245ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.025ms       | 44.901ms  | 44.732ms        | 44.732ms   | 512
││││└── c_proj  | 47.472ms       | 52.587ms  | 46.691ms        | 46.691ms   | 512
││├── 14        |                |           |                 |            |
│││├── ln_1     | 124.177ms      | 145.922ms | 72.594ms        | 77.493ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.214ms       | 45.100ms  | 38.635ms        | 38.635ms   | 512
││││└── c_proj  | 45.938ms       | 50.893ms  | 25.927ms        | 25.927ms   | 512
│││├── ln_2     | 124.440ms      | 145.973ms | 74.929ms        | 84.605ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.901ms       | 44.752ms  | 44.684ms        | 44.684ms   | 512
││││└── c_proj  | 47.311ms       | 52.421ms  | 46.734ms        | 46.734ms   | 512
││├── 15        |                |           |                 |            |
│││├── ln_1     | 124.387ms      | 146.163ms | 70.184ms        | 75.088ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.792ms       | 44.630ms  | 38.956ms        | 38.956ms   | 512
││││└── c_proj  | 45.942ms       | 50.837ms  | 26.121ms        | 26.121ms   | 512
│││├── ln_2     | 123.872ms      | 145.389ms | 70.197ms        | 75.095ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.937ms       | 44.823ms  | 46.926ms        | 46.926ms   | 512
││││└── c_proj  | 47.563ms       | 52.748ms  | 46.735ms        | 46.735ms   | 512
││├── 16        |                |           |                 |            |
│││├── ln_1     | 124.350ms      | 146.180ms | 72.664ms        | 79.955ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.914ms       | 44.756ms  | 38.780ms        | 38.780ms   | 512
││││└── c_proj  | 49.065ms       | 54.012ms  | 30.572ms        | 30.572ms   | 512
│││├── ln_2     | 124.241ms      | 145.840ms | 77.338ms        | 82.241ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.864ms       | 44.694ms  | 44.177ms        | 44.177ms   | 512
││││└── c_proj  | 47.172ms       | 52.221ms  | 46.962ms        | 46.962ms   | 512
││├── 17        |                |           |                 |            |
│││├── ln_1     | 124.355ms      | 146.162ms | 72.477ms        | 77.380ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.801ms       | 44.658ms  | 38.669ms        | 38.669ms   | 512
││││└── c_proj  | 45.882ms       | 50.758ms  | 28.837ms        | 28.837ms   | 512
│││├── ln_2     | 123.902ms      | 145.422ms | 70.250ms        | 75.154ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.861ms       | 44.721ms  | 44.589ms        | 44.589ms   | 512
││││└── c_proj  | 47.377ms       | 52.509ms  | 49.377ms        | 49.377ms   | 512
││├── 18        |                |           |                 |            |
│││├── ln_1     | 124.189ms      | 145.844ms | 70.328ms        | 75.244ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.453ms       | 45.329ms  | 38.808ms        | 38.808ms   | 512
││││└── c_proj  | 52.534ms       | 63.596ms  | 35.145ms        | 35.145ms   | 512
│││├── ln_2     | 124.133ms      | 145.645ms | 70.292ms        | 75.193ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.910ms       | 44.781ms  | 44.645ms        | 44.645ms   | 512
││││└── c_proj  | 47.300ms       | 52.400ms  | 46.831ms        | 46.831ms   | 512
││├── 19        |                |           |                 |            |
│││├── ln_1     | 124.488ms      | 146.322ms | 70.284ms        | 75.187ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.191ms       | 45.023ms  | 38.707ms        | 38.707ms   | 512
││││└── c_proj  | 45.847ms       | 50.754ms  | 25.925ms        | 25.925ms   | 512
│││├── ln_2     | 123.979ms      | 145.573ms | 70.288ms        | 75.195ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.929ms       | 44.931ms  | 44.586ms        | 44.586ms   | 512
││││└── c_proj  | 47.501ms       | 52.629ms  | 46.859ms        | 46.859ms   | 512
││├── 20        |                |           |                 |            |
│││├── ln_1     | 124.153ms      | 145.885ms | 72.689ms        | 79.985ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.971ms       | 44.798ms  | 41.047ms        | 41.047ms   | 512
││││└── c_proj  | 46.081ms       | 51.163ms  | 30.828ms        | 30.828ms   | 512
│││├── ln_2     | 123.790ms      | 145.220ms | 72.604ms        | 77.511ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.840ms       | 44.710ms  | 44.374ms        | 44.374ms   | 512
││││└── c_proj  | 47.355ms       | 52.531ms  | 46.702ms        | 46.702ms   | 512
││├── 21        |                |           |                 |            |
│││├── ln_1     | 125.191ms      | 147.403ms | 70.142ms        | 75.041ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.174ms       | 45.037ms  | 39.054ms        | 39.054ms   | 512
││││└── c_proj  | 46.036ms       | 51.000ms  | 26.150ms        | 26.150ms   | 512
│││├── ln_2     | 124.294ms      | 146.011ms | 70.202ms        | 75.100ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.514ms       | 45.470ms  | 44.527ms        | 44.527ms   | 512
││││└── c_proj  | 47.270ms       | 52.403ms  | 47.212ms        | 47.212ms   | 512
││├── 22        |                |           |                 |            |
│││├── ln_1     | 124.152ms      | 145.944ms | 70.219ms        | 75.120ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.926ms       | 44.785ms  | 38.463ms        | 38.463ms   | 512
││││└── c_proj  | 45.901ms       | 50.821ms  | 25.942ms        | 25.942ms   | 512
│││├── ln_2     | 127.105ms      | 148.666ms | 74.958ms        | 79.858ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.042ms       | 44.945ms  | 44.160ms        | 44.160ms   | 512
││││└── c_proj  | 47.329ms       | 52.451ms  | 46.960ms        | 46.960ms   | 512
││├── 23        |                |           |                 |            |
│││├── ln_1     | 124.321ms      | 146.135ms | 70.142ms        | 75.040ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.958ms       | 44.839ms  | 38.852ms        | 38.852ms   | 512
││││└── c_proj  | 46.185ms       | 51.103ms  | 26.221ms        | 26.221ms   | 512
│││├── ln_2     | 125.050ms      | 147.742ms | 72.332ms        | 77.233ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.834ms       | 44.721ms  | 44.205ms        | 44.205ms   | 512
││││└── c_proj  | 47.578ms       | 52.727ms  | 47.069ms        | 47.069ms   | 512
││├── 24        |                |           |                 |            |
│││├── ln_1     | 124.100ms      | 145.800ms | 70.158ms        | 75.060ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.953ms       | 44.788ms  | 41.271ms        | 41.271ms   | 512
││││└── c_proj  | 46.730ms       | 51.716ms  | 26.280ms        | 26.280ms   | 512
│││├── ln_2     | 124.337ms      | 145.965ms | 70.204ms        | 75.103ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.004ms       | 45.070ms  | 44.351ms        | 44.351ms   | 512
││││└── c_proj  | 47.496ms       | 52.647ms  | 47.070ms        | 47.070ms   | 512
││├── 25        |                |           |                 |            |
│││├── ln_1     | 124.309ms      | 146.146ms | 70.165ms        | 75.061ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.947ms       | 44.829ms  | 38.709ms        | 38.709ms   | 512
││││└── c_proj  | 45.932ms       | 50.839ms  | 25.888ms        | 25.888ms   | 512
│││├── ln_2     | 123.958ms      | 145.563ms | 70.186ms        | 75.086ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.803ms       | 44.688ms  | 44.242ms        | 44.242ms   | 512
││││└── c_proj  | 47.539ms       | 52.690ms  | 46.738ms        | 46.738ms   | 512
││├── 26        |                |           |                 |            |
│││├── ln_1     | 127.114ms      | 148.929ms | 77.098ms        | 84.391ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.122ms       | 45.003ms  | 38.338ms        | 38.338ms   | 512
││││└── c_proj  | 46.110ms       | 51.086ms  | 25.825ms        | 25.825ms   | 512
│││├── ln_2     | 123.827ms      | 145.287ms | 70.117ms        | 75.015ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.931ms       | 44.779ms  | 44.448ms        | 44.448ms   | 512
││││└── c_proj  | 47.443ms       | 52.600ms  | 46.997ms        | 46.997ms   | 512
││├── 27        |                |           |                 |            |
│││├── ln_1     | 124.411ms      | 146.190ms | 70.287ms        | 75.191ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.872ms       | 44.733ms  | 38.335ms        | 38.335ms   | 512
││││└── c_proj  | 45.900ms       | 50.794ms  | 25.910ms        | 25.910ms   | 512
│││├── ln_2     | 125.878ms      | 148.438ms | 72.656ms        | 77.562ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.889ms       | 44.758ms  | 44.638ms        | 44.638ms   | 512
││││└── c_proj  | 47.297ms       | 52.416ms  | 46.895ms        | 46.895ms   | 512
││├── 28        |                |           |                 |            |
│││├── ln_1     | 124.154ms      | 145.929ms | 72.619ms        | 77.525ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.855ms       | 44.733ms  | 38.404ms        | 38.404ms   | 512
││││└── c_proj  | 48.670ms       | 53.613ms  | 30.740ms        | 30.740ms   | 512
│││├── ln_2     | 123.876ms      | 145.417ms | 72.541ms        | 77.443ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.062ms       | 45.002ms  | 44.310ms        | 44.310ms   | 512
││││└── c_proj  | 47.328ms       | 52.443ms  | 46.857ms        | 46.857ms   | 512
││├── 29        |                |           |                 |            |
│││├── ln_1     | 124.353ms      | 146.212ms | 74.913ms        | 82.211ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.006ms       | 44.879ms  | 38.269ms        | 38.269ms   | 512
││││└── c_proj  | 45.995ms       | 50.966ms  | 26.287ms        | 26.287ms   | 512
│││├── ln_2     | 123.975ms      | 145.594ms | 72.531ms        | 79.826ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.912ms       | 44.900ms  | 44.369ms        | 44.369ms   | 512
││││└── c_proj  | 47.361ms       | 52.497ms  | 51.653ms        | 51.653ms   | 512
││├── 30        |                |           |                 |            |
│││├── ln_1     | 124.029ms      | 145.687ms | 70.198ms        | 75.096ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.990ms       | 44.873ms  | 40.725ms        | 40.725ms   | 512
││││└── c_proj  | 46.012ms       | 51.001ms  | 25.988ms        | 25.988ms   | 512
│││├── ln_2     | 123.997ms      | 145.523ms | 70.153ms        | 75.051ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.811ms       | 44.707ms  | 44.650ms        | 44.650ms   | 512
││││└── c_proj  | 47.349ms       | 52.517ms  | 46.905ms        | 46.905ms   | 512
││├── 31        |                |           |                 |            |
│││├── ln_1     | 124.457ms      | 146.300ms | 70.142ms        | 75.040ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.815ms       | 44.678ms  | 40.934ms        | 40.934ms   | 512
││││└── c_proj  | 45.892ms       | 50.813ms  | 26.144ms        | 26.144ms   | 512
│││├── ln_2     | 123.931ms      | 145.584ms | 70.179ms        | 75.085ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.951ms       | 44.849ms  | 47.179ms        | 47.179ms   | 512
││││└── c_proj  | 50.150ms       | 55.308ms  | 53.868ms        | 53.868ms   | 512
││├── 32        |                |           |                 |            |
│││├── ln_1     | 127.306ms      | 149.114ms | 72.577ms        | 77.475ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.836ms       | 44.715ms  | 38.596ms        | 38.596ms   | 512
││││└── c_proj  | 46.115ms       | 51.080ms  | 25.954ms        | 25.954ms   | 512
│││├── ln_2     | 123.959ms      | 145.483ms | 70.121ms        | 75.018ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.814ms       | 44.689ms  | 44.640ms        | 44.640ms   | 512
││││└── c_proj  | 47.747ms       | 52.912ms  | 46.726ms        | 46.726ms   | 512
││├── 33        |                |           |                 |            |
│││├── ln_1     | 124.253ms      | 146.046ms | 72.469ms        | 77.374ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.894ms       | 44.789ms  | 40.956ms        | 40.956ms   | 512
││││└── c_proj  | 45.647ms       | 50.518ms  | 26.146ms        | 26.146ms   | 512
│││├── ln_2     | 124.005ms      | 145.669ms | 74.996ms        | 82.287ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.811ms       | 44.671ms  | 44.535ms        | 44.535ms   | 512
││││└── c_proj  | 47.221ms       | 52.343ms  | 46.841ms        | 46.841ms   | 512
││├── 34        |                |           |                 |            |
│││├── ln_1     | 123.878ms      | 145.611ms | 70.178ms        | 75.080ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.196ms       | 45.065ms  | 40.620ms        | 40.620ms   | 512
││││└── c_proj  | 46.027ms       | 51.026ms  | 26.133ms        | 26.133ms   | 512
│││├── ln_2     | 124.129ms      | 145.774ms | 70.162ms        | 75.061ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.939ms       | 44.985ms  | 44.748ms        | 44.748ms   | 512
││││└── c_proj  | 47.449ms       | 52.602ms  | 46.836ms        | 46.836ms   | 512
││├── 35        |                |           |                 |            |
│││├── ln_1     | 124.549ms      | 146.462ms | 70.125ms        | 75.024ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 40.489ms       | 46.608ms  | 41.243ms        | 41.243ms   | 512
││││└── c_proj  | 46.074ms       | 51.002ms  | 26.135ms        | 26.135ms   | 512
│││├── ln_2     | 124.200ms      | 145.827ms | 70.173ms        | 75.070ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.310ms       | 45.239ms  | 44.262ms        | 44.262ms   | 512
││││└── c_proj  | 48.414ms       | 53.604ms  | 47.257ms        | 47.257ms   | 512
││├── 36        |                |           |                 |            |
│││├── ln_1     | 124.106ms      | 145.803ms | 70.189ms        | 75.088ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.160ms       | 45.033ms  | 38.811ms        | 38.811ms   | 512
││││└── c_proj  | 46.004ms       | 51.000ms  | 26.081ms        | 26.081ms   | 512
│││├── ln_2     | 123.976ms      | 145.572ms | 70.186ms        | 75.088ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.109ms       | 44.984ms  | 44.433ms        | 44.433ms   | 512
││││└── c_proj  | 47.348ms       | 52.532ms  | 46.968ms        | 46.968ms   | 512
││├── 37        |                |           |                 |            |
│││├── ln_1     | 124.252ms      | 146.090ms | 72.491ms        | 79.781ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.883ms       | 44.744ms  | 38.692ms        | 38.692ms   | 512
││││└── c_proj  | 45.771ms       | 50.649ms  | 26.048ms        | 26.048ms   | 512
│││├── ln_2     | 123.923ms      | 145.611ms | 70.195ms        | 75.101ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.089ms       | 44.991ms  | 44.221ms        | 44.221ms   | 512
││││└── c_proj  | 50.778ms       | 55.908ms  | 48.816ms        | 48.816ms   | 512
││├── 38        |                |           |                 |            |
│││├── ln_1     | 124.262ms      | 146.147ms | 72.610ms        | 77.507ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.091ms       | 45.008ms  | 41.144ms        | 41.144ms   | 512
││││└── c_proj  | 45.956ms       | 50.906ms  | 25.885ms        | 25.885ms   | 512
│││├── ln_2     | 124.004ms      | 145.575ms | 70.162ms        | 75.066ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.859ms       | 44.772ms  | 44.465ms        | 44.465ms   | 512
││││└── c_proj  | 47.374ms       | 52.533ms  | 46.652ms        | 46.652ms   | 512
││├── 39        |                |           |                 |            |
│││├── ln_1     | 124.438ms      | 146.266ms | 70.133ms        | 75.034ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.132ms       | 44.996ms  | 41.245ms        | 41.245ms   | 512
││││└── c_proj  | 47.997ms       | 53.233ms  | 28.281ms        | 28.281ms   | 512
│││├── ln_2     | 123.975ms      | 145.620ms | 70.159ms        | 75.054ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.591ms       | 45.657ms  | 44.782ms        | 44.782ms   | 512
││││└── c_proj  | 47.652ms       | 52.841ms  | 49.113ms        | 49.113ms   | 512
││├── 40        |                |           |                 |            |
│││├── ln_1     | 124.051ms      | 145.827ms | 70.219ms        | 75.117ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 39.694ms       | 45.623ms  | 38.672ms        | 38.672ms   | 512
││││└── c_proj  | 46.024ms       | 51.038ms  | 25.756ms        | 25.756ms   | 512
│││├── ln_2     | 124.132ms      | 145.743ms | 70.172ms        | 75.071ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 38.775ms       | 44.674ms  | 44.620ms        | 44.620ms   | 512
││││└── c_proj  | 47.530ms       | 52.728ms  | 46.682ms        | 46.682ms   | 512
││├── 41        |                |           |                 |            |
│││├── ln_1     | 127.116ms      | 148.959ms | 72.511ms        | 77.411ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.951ms       | 44.817ms  | 38.965ms        | 38.965ms   | 512
││││└── c_proj  | 45.930ms       | 50.900ms  | 26.114ms        | 26.114ms   | 512
│││├── ln_2     | 123.975ms      | 145.599ms | 70.169ms        | 75.068ms   | 512
│││├── mlp      |                |           |                 |            |
││││├── c_fc    | 39.074ms       | 44.971ms  | 44.620ms        | 44.620ms   | 512
││││└── c_proj  | 47.323ms       | 52.482ms  | 46.811ms        | 46.811ms   | 512
││├── 42        |                |           |                 |            |
│││├── ln_1     | 124.301ms      | 146.071ms | 70.212ms        | 75.120ms   | 512
│││├── attn     |                |           |                 |            |
││││├── c_attn  | 38.964ms       | 44.828ms  | 41.014ms        | 41.014ms   | 512
││││└── c_proj  | 45.885ms       | 50.828ms  | 26.013ms        | 26.013ms   | 512
│││├── ln_2     | 129.456ms      | 151.041ms | 76.781ms        | 81.681ms   | 512
│││├── mlp      |                |           |                 |            |
